qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_Your_recruiter_who_wa|Votre recruteur chargé de ramener {reg10} recrues à {s13} a été éliminé !
qstr_{s13}_has_been_taken|{s13} passe à l'ennemi et votre recruteur chargé d'enrôler {reg10} recrues a disparu sans laisser de trace !
qstr_ERROR_IN_THE_RECRUIT|ERREUR DANS LE DÉCLANCHEMENT DU RECRUTEMENT !
qstr_A_recruiter_has_brou|Un recruteur a ramené {reg10} recrues à {s13}.
qstr_Distance_between_{s1|Distance entre {s14} et {s15} : {reg0}
qstr_Your_caravan_has_bro|Votre caravane a amené {s12} à {s13}.
qstr_{s13}_is_unimpressed|{s13} n'est pas impressionné par votre dérisoire cadeau.
qstr_The_people_of_{s13}_|La population de {s13} n'est pas impressionnée par votre dérisoire cadeau.
qstr_Your_caravan_has_los|Votre caravane a perdu son chemin et a renoncé à sa mission !
qstr_Transfer_to_{s6}|Transfert à {s6}
qstr_{s6}_patrol|{s6} en patrouille
qstr_Your_messenger_reach|Votre messager a atteint {s13}.
qstr_{s14}|{s14}
qstr_Your_messenger_has_l|Votre messager a perdu son chemin et a renoncé à sa mission !
qstr_Not_enough_money_in_|Pas assez d'argent dans la trésorerie pour la promotion des troupes.
qstr_Your_constable_upgra|Votre agent comptable paye la promotion de {reg5} {s6} en {s7} pour {s8}
qstr_Your_soldiers_patrolli|Votre patrouille sur {s6} est dissoute parce que vous ne pouvez pas payer les salaires !
qstr_It_is_rumoured_that_|{s11}, un espion a été capturé.
qstr_It_is_rumoured_that_|Vous apprenez qu'un espion a été capturé à {s11}.
qstr_{s0}_is_grumbling_ag|{s0} râle contre vous. Votre alliance pourrait être compromise si cela continue.
qstr_{s0}_is_grumbling_aga|{s0} râle contre vous, mais avec le soutien de {s1} votre alliance est maintenue pour le moment.
qstr_Your_last_fief_was_c|Votre dernier fief a été capturé et vous avez perdu les deux tiers de votre trésorerie
qstr__Camp_defenses_have_| Les défenses du campement sont terminées.
qstr_You_have_broken_off_|Vous avez arrêté votre pillage de {s1}.
qstr_You_have_broken_off_y|Vous avez arrêté votre siège de {s1}.

qstr__Your_siege_camp_was| Votre camp de siège a été détruit pendant votre absence!
qstr_Reinforcements_from_|Renforts de {s14}
qstr_Warning!|Attention!
qstr_Notice!|Attention!
qstr_You_have_{reg0}_days_|Dans {reg0} jours, vous serez officiellement déclaré déserteur!
qstr_You_have_now_been_de|Vous avez été officiellement déclaré déserteur!
qstr_{reg65?my_Lady:my_Lo|{reg65?madame:monseigneur}
qstr_{reg65?My_Lady:My_Lo|{reg65?Madame:Monseigneur}
qstr_{reg65?madame:sir}|{reg65?madame:monsieur}
qstr_{reg65?Madame:Sir}|{reg65?Madame:Monsieur}
qstr__no_fiefs_|(pas de fief)
qstr__fiefs:_{s0}_|(fiefs: {s0})
qstr_It_s_your_money_or_y|La bourse ou la vie, {mon gars/fillette}, et pas de gestes brusques ou on t'éventre.
qstr_Lucky_for_you_you_ca|Vous avez de la chance que je sois de bonne humeur, donnez-moi vos deniers et peut-être vous laisserai-je la vie sauve.
qstr_This_a_robbery_eh?_I|On appelle cela du vol, je crois. Je vous laisse une chance de me donner tout ce que vous avez ou mes compagnons et moi nous vous tuerons. C'est bien compris ?
qstr_we_have_made_very_li|nous n'avons fait que peu de progrès jusqu'à présent.
qstr_we_have_suceeded_in_|nous avons réussi à obtenir quelques terres mais nous avons encore un long chemin à parcourir.
qstr_we_have_become_a_sig|nous avons acquis une certaine puissance et je pense que nous avons nos chances.
qstr_we_are_winning_the_w|nous sommes en passe de gagner, mais nos ennemis n'ont toujours pas lâché prise.
qstr_we_are_on_the_verge_|nous sommes sur le point de l'emporter. Les quelques ennemis qui restent ne sont plus une menace, mais nous devons continuer à les pourchasser.
qstr_{reg1?She:He}_can_t_|{reg1?Elle:Il} ne peut pas le lire
qstr_{reg1?She:He}_have_a|{reg1?Elle:Il} l'a déjà lu
qstr_{reg1?She:He}_is_rea|{reg1?Elle:Il} est en train de le lire
qstr_{reg1?She:He}_can_re|{reg1?Elle:Il} peut le lire
qstr_Your_sovereignty_has|Votre faction n'a pas de culture spécifique
qstr_Your_sovereignty_cul|Culture de votre faction : {s11}
qstr_Sovereignty_culture:|Culture de la faction : Aucune
qstr_Sovereignty_culture:_|Culture de la faction : {s11}
qstr_The_goverment_of_the|Le gouvernement du {s10} est {s4}.
qstr_The_upper_class_soci|La classe supérieure est {s5}.
qstr_The_people_are_{s6}.|Les gens du peuple sont {s6}.
qstr_The_troops_have_{s7}|Les troupes ont {s7}.
qstr_The_government_s_app|L'approche du marché par le gouvernement est {s0}.
qstr_Our_goverment_is_{s4|Notre gouvernement est {s4}.
qstr_Our_people_are_{s6}.|Nos gens du peuple sont {s6}.
qstr_Our_troops_have_{s7}|Nos troupes ont {s7}.
qstr_Our_approach_to_trad|Notre approche du marché est {s0}.
qstr_According__to_the_re|D'après le rapport de nos espions
qstr_{s10}_{reg3}_lords_s|{s10} {reg3} seigneurs soutiennent {s9}.
qstr_Sorry_currently_I_ca|Désolé, actuellement je n'ai aucune information sur ces seigneurs, nos espions ne sont pas encore de retour.
qstr_{s11}_and_{s12}|{s11} et {s12}
qstr_We_are_not_at_war_wi|Nous profitons enfin de la paix.
qstr_We_are_at_war_with_{|Nous sommes en guerre avec le {s12}.
qstr_Our_sovereignty_curr|Notre faction a actuellement {reg2} soldats
qstr_{s6}_garrisoned_in_{|{s6} en garnison dans {reg2} villes
qstr_{s6}_and_{reg2}_cast|{s6} et {reg2} châteaux.
qstr_{s6}_In_addition_we_|{s6} Au total nous avons {reg2} soldats sur le terrain.
qstr_We_currently_have_{r|Nous avons actuellement {reg2} soldats
qstr_{s6}_In_addition_you|{s6} Au total nous avons {reg2} soldats dans votre groupe et {reg3} en patrouille.
qstr_He_fields_{reg2}_sol|{reg2} soldats en activité.
qstr_We_currently_have_{re|Nous avons actuellement {reg2} soldats en garnison à {s60}.
qstr_You_are_preferring_m|Vous préférez des unités de mêlée.
qstr_You_are_preferring_r|Vous préférez des unités à distance.
qstr__and_the_additional_| et les entraîneurs supplémentaires
qstr_We_currently_have_an|Nous avons actuellement un revenu de {reg0} deniers et un coût de {reg1} deniers pour les fiefs et autres.
qstr_{s6}_We_are_losing_{|{s6} Nous avons perdu {reg0} deniers à cause de l'inefficacité des impôts. Cela représente {reg1} pourcent.
qstr_{s6}_Overall_this_su|{s6} Pour l'ensemble, cela représente une somme de {reg0} deniers.
qstr_no|non
qstr_{s60}_is_currently_o|{s60} est actuellement occupé par des hors-la-loi que vous devriez contrer le plus tôt possible.
qstr__We_are_expecting_{r| Nous attendons {reg0} deniers de rentes
qstr__The_troop_wages_for| Les salaires pour {reg0} troupes nous coûtent {reg1} deniers.
qstr_{s61}_and_{reg0}_den|{s61} et {reg0} deniers tarifaires
qstr_Well_{s60}.|Bien, {s60}.
qstr_{s4}_{s3}._The_tax_r|{s4} {s3}. Le taux des taxes est {s50}.{s59}{s61}. Pour l'ensemble, cela représente une somme de {s62} deniers.
qstr_Tax_rate_for_{s6}:_{|Taux des taxes pour {s6} : {s11}
qstr_The_{s17}_has_the_fol|{s17} apporte les améliorations suivantes : {s18}.
qstr_You_have_shown_great|Vous avez montré votre force sur le champ de bataille, mais pourquoi seriez-vous avec nous ?
qstr_All_of_life_is_about|Tout au long de la vie on a des avantages et des inconvénients. Pourquoi devrions-nous être différents ?
qstr_I_know_people_do_fea|Je sais, les gens ne craignent que votre rigueur, n'est-ce pas ?
qstr_Indeed_I_have_heard_|En effet, j'ai entendu parler de votre loyauté et de votre courage, mais cela suffit-il à nous rejoindre ?
qstr_I_m_glad_you_want_to|Je suis content que vous souhaitez nous soutenir, mais ne serait-il pas sage pour vous de s'affilier à notre famille ?
qstr_Beside_your_wealth_h|Hors votre fortune, comment pourriez-vous éventuellement me servir ainsi que ma famille ?
qstr_My_friend_I_see_your|Mon ami, je vois où vous voulez en venir. Mais souhaitez-vous vraiment risquer de nous éloigner en formant une telle association formelle?
qstr_Agreed!_Your_words_c|Entendu ! Vos paroles m'ont convaincu autant que votre lame.
qstr_I_trust_you_my_famil|J'ai confiance en vous, ma famille pourrait utiliser votre débrouillardise. Ensemble, nous allons étendre notre influence sur tout Calradia.
qstr_May_God_have_mercy_o|Que Dieu ait pitié des âmes de nos ennemis !
qstr_So_be_it._We_are_hon|Ainsi soit-il, nous sommes honorés de vous accepter dans notre famille.
qstr__I_will_appreciate_y| Je vous apprécierai autant qu'un fils.
qstr_I_accept_your_reques|J'accepte votre demande, nous allons vous soutenir si vous soutenez ma famille.
qstr_Since_you_have_turne|Puisque vous êtes un homme brave, vous devez être digne de toute notre famille.
qstr_Your_leader_is_not_e|Votre chef n'est même pas un roi et je devrais vous rejoindre ?
qstr_{s40}_I_would_never_|{s40} Je ne rejoindrai jamais quelqu'un qui ne possède même pas une ville ou d'un château.
qstr_{s40}_I_know_too_lit|{s40} J'en sais trop peu sur votre leader.
qstr_{s40}_I_found_your_m|{s40} J'ai trouvé votre messager douteux.
qstr_{s40}_Next_time_I_wo|{s40} La prochaine fois, je préfèrerais parler à quelqu'un qui ne se comporte pas n'importe comment.
qstr_{s40}_Next_time_I_wou|{s40} La prochaine fois, je préfèrerais parler à quelqu'un de plus courtois.
qstr_{s40}_I_rather_stay_|{s40} Je préfère rester avec mon actuel monarque.
qstr_{s31}_{s32}_{s34}|{s31} {s32} {s34}
qstr_{playername}_when_we|{playername}, lorsque nous avons entamé notre quête, peu de personnes ont eu le courage de me soutenir. Et encore moins souhaitaient risquer leur vie pour ma cause. Mais vous n'avez pas hésité un seul instant à vous attaquer à nos ennemis. Nous avons eu des moments difficiles ensemble et plus d'une fois j'ai failli perdre espoir. Mais, grâce aux cieux, nous avons gagné. Il est temps pour moi maintenant de vous laisser et de prendre ce qui me revient de droit. A partir de maintenant il m'incombe l'immense responsabilité de diriger {s3}. Bien des épreuves nous attendent encore et je compte sur votre aide pour les surmonter. Et, bien entendu, vous resterez toujours mon premier et plus loyal vassal.
qstr_Find_and_speak_with_{|Trouvez {s3} du {s4} pour lui prêter serment d'allégeance.
qstr__We_will_of_course_n|Nous attendrons bien entendu que le royaume ne soit plus en campagne.
qstr__{s1}_has_been_accep| {s1} a été accepté comme vassal du {s2}.
qstr_{s6}_has_joined_your_|{s6} a rejoint votre groupe.
qstr_I_am_{s4}_the_ruler_|Je suis {s4}, souverain du {s6}
qstr_I_am_{s4}_{s8}_of_{s|Je suis {s4}, {s8} du {s9}
qstr_I_am_{s4}_a_vassal_o|Je suis {s4} vassal du {s6}
qstr_{s9}{reg5?_and_the_l|{s9}{reg5? et seigneur de {s8}.:.
qstr_{s13}_asked_you_to_g|{s13} vous demande de rassembler {reg3} têtes de bétail et de les lui livrer.
qstr_{s9}_wants_you_to_fol|{s9} veut que vous suiviez son armée jusqu'à nouvel ordre.
qstr_{s9}_asked_you_to_sc|{s9} vous demande d'explorer {s13}, {s14} et {s15}, puis de lui rapporter ce que vous y avez vu.
qstr_pupil|élève
qstr_you|vous
qstr_You_are_challenging_|Vous me provoquez en duel ? Comme c'est amusant, {playername}, vous défoncer le crâne sera un bon exercice.
qstr_{s16}_and_{s17}|{s16} et {s17}
qstr_Very_well_I_will_acc|Très bien, je vous accepte à nouveau dans nos rangs, si vous êtes prêts à me donner votre parole d'honneur que vous nous serez fidèle cette fois.
qstr_A_pardon_will_only_b|Vous serez peut-être pardonné si vous consentez à me livrer {s17}. Acceptez-vous ces conditions ?
qstr_No._There_is_no_chan|Non, je ne vois pas pourquoi je vous accorderais cette grâce.
qstr_{s1}_exchanged_{s2}_|{s1} échange {s2} à {s3} pour {s4}.
qstr_Our_marshal_{s1}|Notre maréchal, {s1}
qstr_Our_liege_{s1}|Notre suzerain, {s1}
qstr_go_on_the_offensive_|Attaquez maintenant.
qstr_act_to_defend_our_la|Défendez nos terres.
qstr_take_more_time_to_ga|Prenez un peu plus de temps pour recruter plus d'hommes.
qstr_You_promised_to_help|Vous avez promis d'aider {s13} à récupérer le trône de {s14}.
qstr_What_do_you_say_to_e|Que diriez-vous d'entrer au service de {s9} en tant que capitaine mercenaires ? Il ne fait pour moi aucun doute que vous serez à la hauteur de cette tâche.
qstr_{s9}_asked_you_to_ta|{s9} vous a demandé de porter un message à {s13}. {s13} se trouvait à {s4} au moment où cette quête vous a été confiée.
qstr_{s9}_asked_you_to_tak|{s9} vous a demandé de transmettre une lettre à {s13} du {s15}. {s13} se trouvait à {s4} au moment où cette quête vous a été confiée.
qstr_{s11}_asked_you_to_e|{s11} vous a demandé d'escorter sa {s17} {s13} à {s14}.
qstr_{s13}_asked_you_to_d|{s13} vous a demandé de vous occuper des bandits qui terrorisent les habitants de {s15} et de lui faire ensuite votre rapport.
qstr_{s9}_asked_you_to_ra|{s9} vous a demandé d'entraîner {reg1} {s14} et de les lui amener.
qstr_{s9}_asked_you_to_co|Le {s9} vous a demandé de collecter les taxes de {s3}. Il vous accordera un cinquième du montant récolté.
qstr_{s9}_asked_you_to_hu|{s9} vous a demandé de traquer un fugitif du nom de {s4}. On raconte qu'il se cache à {s3}.
qstr_{s9}_asked_you_to_as|{s9} vous a demandé d'assassiner un marchand de {s3}.
qstr_{s9}_has_asked_you_t|{s9} vous a demandé de rencontrer un espion à {s13}.
qstr_{s11}_asked_you_to_f|{s11} vous a demandé de suivre l'espion qui quittera bientôt {s12}. Vous devez veiller à rester hors de sa vue car il pourrait se douter de quelque chose et faire demi-tour. Une fois que l'espion rencontrera son complice, vous devrez les capturer tous les deux et les amener à {s11}.
qstr_{s11}_asked_you_to_c|{s11} vous a demandé de capturer un seigneur du {s13}, n'importe lequel, et de le lui amener.
qstr_{s9}_asked_you_to_le|{s9} vous a demandé de lui prêter {s3} pour la semaine.
qstr_{s9}_asked_you_to_col|{s9} vous a demandé de récupérer une dette s'élevant à {reg4} deniers auprès de {s3}. {s3} était à {s4} lorsque la quête vous a été confiée.
qstr_{s11}_gave_you_a_fak|{s11} vous a donné une fausse lettre afin que {s13} se débarrasse de son fidèle vassal, {s16}. Vous devez vous rendre près de {s14}, donner la lettre à l'un de vos {s15} et l'envoyer en ville en tant que messager. Il est important qu'il n'ait pas conscience de vos motivations réelles.
qstr_{s9}_has_requested_y|{s9} vous a demandé de capturer {reg1} {s3}.
qstr_Lend_your_experience|Prêtez votre chirurgien, {s3}, au {s1}.
qstr_Then_take_it_with_my|Tenez, avec ma gratitude éternelle. J'admire votre noblesse de coeur. Je n'oublierai jamais ce que vous avez fait pour moi.
qstr_Forgive_me_{playerna|Pardonnez-moi, {playername}, mais j'insiste pour que vous acceptiez. Cet argent ne représente pas grand chose pour moi et je vous dois tant... Prenez-le et n'en parlons plus.
qstr_{playername}_what_a_|{playername}, de quelle noblesse vous faites preuve ! Mais je ne vous autorise pas à refuser. Vous avez fait bien plus pour moi que vous ne le pensez et je suis sûr que vous ferez un meilleur usage que moi de cet argent.
qstr_{s11}_asked_you_to_r|{s11} vous a demandé de sauver son {s17}, {s13}, retenu à {s14}, en échangeant vos vêtements afin que vous puissiez prendre sa place en prison.
qstr_{s11}_asked_you_to_re|{s11} vous a demandé de sauver sa {s17}, {s13}, retenue à {s14}.
qstr_{s11}_asked_you_to_d|{s11} vous a demandé de transmettre un message à {s13}, qui est emprisonné à {s14}.
qstr_You_agreed_to_challe|Vous avez accepté de défier {s13} pour défendre l'honneur de {s11}.
qstr_{s5}__Persuasion_str|{s5} (Facteur de persuasion : {reg5})
qstr_Persuasion_Attempt|Tentative de Persuasion
qstr_Your_current_action_|Votre action en cours est honteuse.
qstr_{s12}_and_{s11}|{s12} et {s11}
qstr_You_can_find_book_me|Vous pouvez trouver un marchand de livres à {s11}.
qstr_{s12}_{s11}|{s12}, {s11}
qstr_You_can_find_ransom_|Vous pouvez trouver un rançonneur à {s11}.
qstr_You_don_t_have_enough|Vous n'avez pas assez d'argent.
qstr_You_don_t_have_enough_|Vous n'avez pas assez de place.
qstr_Good_luck._You_get_a|Vous avez de la chance, bonne pioche, {s4}{s3}.
qstr_Bad_luck._You_get_a_|Pas de chance, mauvaise pioche, {s4}{s3}.
qstr_You_get_a_{s3}.|Vous obtenez {s3}.
qstr_I_must_admit_I_can_t|Je dois admettre que je n'ai pas assez pour vous payer pour le moment.
qstr_Are_you_mad?_That_s_|Ca va pas? Ca ne se passera pas comme ça!
qstr_A_villager_from_{s7}|Un villageois de {s7} vous a supplié de sauver son village des bandits qui s'y sont installés.
qstr_We_are_at_your_servi|Nous sommes à votre service, {monsieur/madame}. Montrez-nous ceux qui ont besoin d'une leçon et nous nous occupons du reste.
qstr_The_Guildmaster_of_{|Le maître de Guilde de {s13} vous a demandé de vous occuper des pillards qui rôdent autour de la ville.
qstr_We_are_at_your_servi|Nous sommes à votre service, {s0}. Montrez-nous ceux qui ont besoin d'une leçon et nous nous occupons du reste.
qstr_The_Guildmaster_of_{|Le maître de Guilde de {s13} vous a demandé de vous occuper des pilleurs qui rôdent autour de la ville.
qstr_{s9}_of_{s3}_asked_y|{s9} de {s3} vous a demandé de livrer {reg5} {s6} à la taverne de {s4} dans les 7 jours.
qstr_Escort_the_merchant_|Escortez la caravane marchande jusqu'à {s8}.
qstr_The_merchant_{s9}_of|Les marchands {s9} de {s4} vous ont demandé de débarrasser {s4} des bandits particulièrement virulents qui sévissent aux alentours de la ville.
qstr_Guildmaster_of_{s4}_|Le maître de Guilde de {s4} vous a donné {reg12} deniers pour payer la rançon d'une jeune fille enlevée par des bandits. Vous devez trouver ces bandits qui se trouvent près de {s3} et payer la rançon. Ensuite, vous devrez raccompagner la jeune fille à {s4}.
qstr_Guildmaster_of_{s4}_p|Le maître de Guilde de {s4} vous a promis {reg12} deniers si vous vous assurez que {s12} et {s13} cessent de s'opposer à une trêve entre {s15} et {s14}. Pour cela, vous devez les convaincre ou les faire prisonniers jusqu'à ce que la paix soit effective.
qstr_The_Guildmaster_of_{s|Le maître de Guilde de {s14} vous a demandé de vous occuper des bandits qui terrorisent {s14}. Ils n'attaquent que de nuit et seulement ceux qui se promènent seuls.
qstr_Guildmaster_of_{s10}|Le maître de la guilde de {s10} vous a demandé de mener un troupeau de vaches jusqu'à {s13}. Vous gagnerez {reg8} deniers en récompense.
qstr_He_is_not_commanding|Il n'a aucun homme sous ses ordres pour le moment.
qstr_He_currently_command|Il commande en ce moment {reg0} hommes{reg1?, dont {reg1} sont blessés:}.
qstr_The_elder_of_the_vil|L'Ancien du village de {s3} vous a demandé de lui apporter {reg5} sacs de grain.
qstr_The_elder_of_the_vill|L'Ancien du village de {s13} vous a demandé d'entraîner {reg5} fermiers afin d'organiser la défense contre les bandits. 
qstr_The_elder_of_the_villa|L'Ancien du village de {s3} vous a demandé de lui apporter {reg5} têtes de bétail.
qstr_{s16}_and_{s15}|{s16} et {s15}
qstr_I_can_smell_a_fat_pu|Je peux sentir une bourse pleine à des lieues. La vôtre m'intéresse, puis-je l'alléger un peu ?
qstr_Why_it_be_another_tr|Eh bien, les voyageurs sont fréquents en ce moment  ! Je dois vous avertir que les routes par ici sont quelque peu dangereuses pour {un brave homme/une brave dame} comme vous. Mais en échange d'une modeste rétribution, mes gars et moi vous assureront une arrivée à bon port en toute sécurité. Qu'en dites-vous ?
qstr_Well_well_look_at_th|Et bien, regardez qui voilà ! Vous feriez mieux de délier votre bourse tout de suite, {mon ami/mon amie}, ou nous pourrions nous montrer... désobligeants.
qstr_There_s_a_toll_for_p|Il faut payer le droit de passage pour traverser ces terres. Donc si ça ne te fait rien, on va prendre notre dû nous-mêmes dans ta bourse.
qstr_Another_fool_come_to|Encore {un/une} imbécile qui vient s'empaler sur ma lame, hein ? Parfait, en garde !
qstr_We_re_not_afraid_of_|Nous n'avons pas peur de vous, minable. Le temps est venu de couper quelques têtes !
qstr_That_was_a_mistake._|Vous venez de commettre une grosse erreur. Maintenant vous allez connaître une mort lente et douloureuse.
qstr_Brave_words._Let_s_s|Belles paroles. Nous allons voir si le geste est du même acabit !
qstr_your_lordship|votre excellence
qstr_A_{s5}?_Well..._Yes_|Un {s5} ? Et bien... je suppose que oui. Quelle drôle de question !
qstr_Eh?_No_it_most_certa|Pardon ? Non, ce n'est pas du tout un {s5}. A votre place je me poserais des questions sur ma vue.
qstr_This_is_the_{reg4?to|C'est {reg4?la ville:le village} de {s5}, {s0}.
qstr_{s6}_Our_{reg4?town:|{s6} Notre {reg4?ville:village} et ses environs vous appartiennent.
qstr_{s6}_Our_{reg4?town:v|{s6} Notre {reg4?ville:village} et ses environs appartiennent au {s7} du {s8}.
qstr_{s3}_and_{s5}|{s3} et {s5}
qstr_{reg20?We_mostly_pro|{reg20? Ici nous produisons surtout: {s5}:Nous ne produisons pas grand-chose ces temps-ci}. Si vous voulez en apprendre davantage, vous devriez vous adresser {reg4?au maître de Guilde:à l'ancien du village}. Il est sans doute dans le coin.
qstr_You_won_t_regret_thi|Vous ne le regretterez pas
