qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_Only_you_know_exactly_what_|Tylko ty znasz powody porzucenia starego życia i zostania poszukiwaczem przygód. Nie wiesz nawet dokładnie, kiedy twój dom stał się więzieniem, kiedy to, co znane, stało się przyziemne, a twoje marzenia o podróżach zdominowały wszystko inne. Niezależnie od tego czy tęsknisz za jakimś odległym miejscem, czy po prostu za swobodą podróżowania, nie możesz dłużej usiedzieć w jednym miejscu. Po prostu wyruszasz, by nigdy już nie patrzeć za siebie...
qstr_Only_you_know_exactly_what_c|Tylko ty znasz powody porzucenia starego życia i zostania poszukiwaczem przygód. Po prostu wiesz, że nie możesz powrócić. Nie ma po prostu do czego wracać. Dawny dom już nie jest taki, jak kiedyś, a ty musisz stawić czoła faktowi, że wzywa cię rozległy świat. Popłyniesz, albo utoniesz...
qstr_Only_you_know_exactly_what_ca|Tylko ty znasz powody porzucenia starego życia i zostania poszukiwaczem przygód. Dla wszystkich innych oczywiste jest, że motywuje cię chęć uzyskania własnych korzyści. Pragniesz bogactwa, władzy, szacunku i uznania. Chcesz być osobą, której inni będą posłuszni. Chcesz, aby ludzie znali twoje imię i drżeli na sam jego dźwięk. Chcesz wszystkiego i nie pozwolisz, by ktokolwiek cię przed tym powstrzymał...
qstr_Only_you_know_exactly_what_cau|Tylko ty znasz powody porzucenia starego życia i zostania poszukiwaczem przygód.  Niezależnie od tego, intensywna wiara płoneła w twojej duszy i to ona nie pozwoliła ci odnaleźć spokoju w żadnym miejscu. Na świecie są ludzie, których dusze muszą zostać umyte w świetle Boga. Teraz możesz nauczać każdego, gdziekolwiek jesteś, starając się przynieść odkupienie i zbawienie ogromie ludzi, czy to wierzących, czy to pogan. Oni Wszyscy mogą poznać chwałę Boga...
qstr_a_sense_of_duty|z poczucia obowiązku
qstr_As_war_begins_to_tea|As war begins to tear the land apart and many march off to war the desire to join them becomes ever pressing.  As a {s13} of honor you feel duty bound to join the armies of your land and protect the region you call home.
qstr_{s1}^^_But_soon_every|{s1}^^ But soon everything changed and you decided to strike out on your own as an adventurer.  What made you take this decision was {s2}. {s3}
qstr_^{s1}^^_As_a_{s3}_{s|^{s1}^^ Jak {s3} {s2}. Ty jesteś {s4}
qstr_ERROR:_No_valid_fact|BŁĄD: Wyznaczono nieważną frakcje.
qstr_Equipment_will_be_de|Wyposażenie zostanie określone przez frakcje {s32} począwszy od gniazda {reg31}.
qstr_DEBUG__CCP_:_The_play|DEBUG (CCP): Gracz dostał kuźnię w miejscowości {s31}.
qstr_DEBUG__CCP_:_The_playe|DEBUG (CCP): Gracz dostał {reg31} akrów ziemi w miejscowości {s31}.
qstr_You_got_{reg1}_extra|Otrzymjesz {reg1} bonusowych punktów doświadczenia dzięki inteligencji.
qstr_You_got_{reg1}_weapo|Otrzymjesz {reg1} {reg2?punktów:punkt} broni.
qstr_{reg3?{s1}_s_profici|{reg3?{s1} biegłości {s2}ulepszone z {reg2} do {reg1}.:{s1} {s2} biegłości dotarły do {reg1}.}
qstr_You_got_keys_of_dung|Masz klucze do lochu.
qstr_Go_near_the_chest_an|Podejdź do skrzyni i przytrzymaj na chwilę PPM, możesz wtedy włożyć lub wyciągnąć z niej pieniądze.
qstr_You_have_been_knocke|Zostałeś ogłuszony przez wrogów. Obejrzyj, jak twoi ludzie są zabijani bez dowódcy lub naciśnij Tab by pominąć.
qstr_Everyone_you_know_wh|Wszyscy wiedzą co mają zrobić. Na pozycje!
qstr_{reg2?You:Your_mount|{reg2?Ty:Twój wierzchowiec} zadał {reg1} dodatkowych obrażeń!
qstr_{reg2?You_strike:You|{reg2?Uderzasz:Twój koń szarżuje} z {reg1} dodatkowymi obrażeniami!
qstr_You_whistle_for_your|Gwiżdżesz po konia.
qstr_Your_horse_received_|Twój koń otrzymał {reg1} obrażeń od włóczni !
qstr_Braced_{s1}_dealt_{r|Podparty {s1} zadał {reg1} obrażeń!
qstr_Bracing_{s1}_for_cha|Rześki {s1} do ataku.
qstr_Releasing_from_brace|Zwalnianie od podparcia.
qstr_...and_attack_enemy_|...i atakuj wrogi {s1} oddział!
qstr_{s2}:_returning_afte|{s2}: wróć po zniszczeniu wroga {s1} oddział.
qstr_You_must_stay_behind|Musisz zatrzymać się przed linią na ziemi! Punkt nie jest zaliczany.
qstr_End_the_sparring_mat|Koniec sparingu?
qstr_Tutorial|Poradnik
qstr_No_one|Nikt
qstr_DEBUG__Weapon_AI_:_{|DEBUG (Broń AI): {s2} najbliższy wróg jest {s1} w odległości {reg0}.
qstr_DEBUG__TPE_:_{s2}_is|DEBUG (TPE): {s2} piechota władająca włócznią bez tarcz.
qstr_AWARD_GRANTED:_{s1}_has_e|PRZYZNANE WYRÓŻNIENIA: {s1} zdobył wyróżnienie OSTROŻNE PODEJŚCIE!
qstr_DEBUG__TPE_:_{s1}_of|DEBUG (TPE): {s1} z drużyny {reg1} oddziału {reg2} polecono znaleźć wierzchowca.
qstr_{s31}{reg32}|{s31}{reg32}
qstr_Match_Time___{reg31}|Czas - {reg31}:{s32}
qstr_Stalemate_Timer___0:|Czasomierz - 0:{s32}
qstr_{s31}|{s31}
qstr_DEBUG__TPE_:_Stalema|DEBUG (TPE): Czasomierz zresetowany. Atak zarejestrowany w czasie {reg1} sekund.
qstr_red|czerwony
qstr_blue|niebieski
qstr_green|zielony
qstr_yellow|żółty
qstr_The_Tournament_Master|Mistrz turnieju ogłasza, 'Punkt przyznany drużynie {s1} za wykończenie przeciwników.'
qstr_Your_ally_{s1}_deliv|Twój sojusznik, {s1}, zadaje {reg1} obrażeń {s2}.
qstr_taunts|kpina
qstr_You_shall_be_walking|You shall be walking home after I finish with that nag of yours!
qstr_bellows|bellows
qstr_Just_who_s_side_are_|Po czyjej jesteś stronie?
qstr__at_| w 
qstr_{s1}_{s2}__{s3}_{s4}|{s1} {s2}, '{s3}'{s4}{s5}.
qstr_You_have_fallen_duri|Odpadłeś w tej rundzie, ale będziesz mógł kontynuować walkę w następnej rundzie, kiedy pozostanie tylko jedna drużyna.
qstr_You_may_move_your_ca|Możesz poruszać kamerą dookoła za pomocą strzałek.
qstr_DEBUG__TPE_:_Horse__|DEBUG (TPE): Koń '{s32}' #{reg31} is riderless and will be removed.
qstr_DEBUG__TPE_AI_:_{s2}|DEBUG (TPE AI): {s2} otrzymuje {reg2} obrażeń zredykowanych z {reg1}.
qstr_Tester|Tester
qstr__Next_pay_day:_{s1}| Next pay day: {s1}
qstr_{s1}^^Affiliated_to_|{s1}^^Powiązany z {s5}
qstr_No_companions_in_par|Żadnych towarzyszy w grupie!
qstr_{reg3?daughter:son}|{reg3?córka:syn}
qstr_You_were_a_child_of_th|You were a child of the steppe, born to a tribe of wandering nomads who lived in great camps throughout the arid grasslands. Like the other tribesmen, your family revered horses above almost everything else, and they taught you how to ride almost before you learned how to walk. 
qstr_As_the_{reg3?daughter:|As the {reg3?daughter:son} of a thief, you had very little 'formal' education. Instead you were out on the street, begging until you learned how to cut purses, cutting purses until you learned how to pick locks, all the way through your childhood. Still, these long years made you streetwise and sharp to the secrets of cities and shadowy backways.
qstr_As_a_{reg3?girl:boy}_growing_o|As a {reg3?girl:boy} growing out of childhood, you were sent to live in the court of one of the nobles of the land. There, your first lessons were in humility, as you waited upon the lords and ladies of the household. But from their chess games, their gossip, even the poetry of great deeds and courtly love, you quickly began to learn about the adult world of conflict and competition. You also learned from the rough games of the other children, who battered at each other with sticks in imitation of their elders' swords.
qstr_As_a_{reg3?girl:boy}_growing_ou|As a {reg3?girl:boy} growing out of childhood, you apprenticed to a wealthy merchant, picking up the trade over years of working shops and driving caravans. You soon became adept at the art of buying low, selling high, and leaving the customer thinking they'd got the better deal.
qstr_As_a_{reg3?girl:boy}_growing_out|As a {reg3?girl:boy} growing out of childhood, you rode the great steppes on a horse of your own, learning the ways of the grass and the desert. Although you sometimes went hungry, you became a skillful hunter and pathfinder in this trackless country. Your body too started to harden with muscle as you grew into the life of a nomad {reg3?woman:man}.
qstr_Though_the_distinction_felt_sudden_to_|Though the distinction felt sudden to you, somewhere along the way you had become a {reg3?woman:man}, and the whole world seemed to change around you. When you were named squire to a noble at court, you practiced long hours with weapons, learning how to deal out hard knocks and how to take them, too. You were instructed in your obligations to your lord, and of your duties to those who might one day be your vassals. But in addition to learning the chivalric ideal, you also learned about the less uplifting side -- old warriors' stories of ruthless power politics, of betrayals and usurpations, of men who used guile as well as valor to achieve their aims.
qstr_Though_the_distinction_felt_sudden_to_y|Though the distinction felt sudden to you, somewhere along the way you had become a {s13}, and the whole world seemed to change around you. You joined the tightly-knit circle of women at court, ladies who all did proper ladylike things, the wives and mistresses of noble men as well as maidens who had yet to find a husband. However, even here you found politics at work as the ladies schemed for prominence and fought each other bitterly to catch the eye of whatever unmarried man was in fashion at court. You soon learned ways of turning these situations and goings-on to your advantage. With it came the realisation that you yourself could wield great influence in the world, if only you applied yourself with a little bit of subtlety.
qstr_Though_the_distinction_felt_sudden_to_yo|Though the distinction felt sudden to you, somewhere along the way you had become a {s13}, and the whole world seemed to change around you. You set out on your own with nothing except the instrument slung over your back and your own voice. It was a poor existence, with many a hungry night when people failed to appreciate your play, but you managed to survive on your music alone. As the years went by you became adept at playing the drunken crowds in your taverns, and even better at talking anyone out of anything you wanted.
qstr_Though_the_distinction_felt_sudden_to_you|Though the distinction felt sudden to you, somewhere along the way you had become a {reg3?woman:man}, and the whole world seemed to change around you. You found yourself as a student in the university of one of the great cities, where you studied theology, philosophy, and medicine. But not all your lessons were learned in the lecture halls. You may or may not have joined in with your fellows as they roamed the alleys in search of wine, women, and a good fight. However, you certainly were able to observe how a broken jaw is set, or how an angry townsman can be persuaded to set down his club and accept cash compensation for the destruction of his shop.
qstr_Though_the_distinction_felt_sudden_to_you_|Though the distinction felt sudden to you, somewhere along the way you had become a {s13}, and the whole world seemed to change around you. Heeding the call of the open road, you travelled from village to village buying and selling what you could. It was not a rich existence, but you became a master at haggling even the most miserly elders into giving you a good price. Soon, you knew, you would be well-placed to start your own trading empire...
qstr_Though_the_distinction_felt_sudden_to_you_s|Though the distinction felt sudden to you, somewhere along the way you had become a {s13}, and the whole world seemed to change around you. You pursued a career as a smith, crafting items of function and beauty out of simple metal. As time wore on you became a master of your trade, and fine work started to fetch fine prices. With food in your belly and logs on your fire, you could take pride in your work and your growing reputation.
qstr_Though_the_distinction_felt_sudden_to_you_so|Though the distinction felt sudden to you, somewhere along the way you had become a {s13}, and the whole world seemed to change around you. Dissatisfied with common men's desperate scrabble for coin, you took to your local lord's own forests and decided to help yourself to its bounty, laws be damned. You hunted stags, boars and geese and sold the precious meat under the table. You cut down trees right under the watchmen's noses and turned them into firewood that warmed many freezing homes during winter. All for a few silvers, of course.
qstr_Only_you_know_exactly_what_caus|Only you know exactly what caused you to give up your old life and become an adventurer. Still, it was not a difficult choice to leave, with the rage burning brightly in your heart. You want vengeance. You want justice. What was done to you cannot be undone, and these debts can only be paid in blood...
qstr_Only_you_know_exactly_what_cause|Only you know exactly what caused you to give up your old life and become an adventurer. All you can say is that you couldn't bear to stay, not with the memories of those you loved so close and so painful. Perhaps your new life will let you forget, or honour the name that you can no longer bear to speak...
qstr_Only_you_know_exactly_what_caused|Only you know exactly what caused you to give up your old life and become an adventurer. You're not even sure when your home became a prison, when the familiar became mundane, but your dreams of wandering have taken over your life. Whether you yearn for some faraway place or merely for the open road and the freedom to travel, you could no longer bear to stay in the same place. You simply went and never looked back...
qstr_Only_you_know_exactly_what_caused_|Only you know exactly what caused you to give up your old life and become an adventurer. However, you know you cannot go back. There's nothing to go back to. Whatever home you may have had is gone now, and you must face the fact that you're out in the wide wide world. Alone to sink or swim...
qstr_Only_you_know_exactly_what_caused_y|Only you know exactly what caused you to give up your old life and become an adventurer. To everyone else, it's clear that you're now motivated solely by personal gain. You want to be rich, powerful, respected, feared. You want to be the one whom others hurry to obey. You want people to know your name, and tremble whenever it is spoken. You want everything, and you won't let anyone stop you from having it...
qstr_Back_to_the_beginnin|Powrót do początku...
qstr_View_next_segment...|Zobacz następny segment...
qstr_^No_food:___{reg7}|^Brak żywności:  -{reg7}
qstr_^Wage_debt:___{reg6}|^Dług związany z żołdem:  -{reg6}
qstr_Current_force_morale|Obecne morale {reg5}.^Modyfikatoey morale:^^Bazowe morale:  +50^Wielkość oddziału: {s2}{reg1}^Przywódctwo: {s3}{reg2}^Zróżnicowanie żywności: {s4}{reg3}{s5}{s6}^Ostatnie wydarzenia: {s7}{reg4}^Razem:  {reg5}^^Wartość zmiany morale: {s8}{reg8}^Spodziewane morale oddziału: {reg10}^^^
qstr_{s1}Extra_morale_for|{s1}Bonusowe morale dla {s9} jednostek : {reg6}^
qstr_Appoint_next_marshal|Wyznacza kolejnego marszałka
qstr_Award_{s12}_as_fief|Przyznaj {s12} jako lenno
qstr_Selected_faction_is:|Wybrana frakcja to: {s10}^^{s9}
qstr_You_are_currently_re|W tej chwili czytasz: {s8}.
qstr_You_are_not_reading_|Obecnie nie czytasz żadnej książki.
qstr_{s5}_and_{s6}|{s5} i {s6}
qstr_Your_estates_are:_{s|Twoje posiadłości: {s8}.^{s9}
qstr_Current_party_size_l|Limit wielkości oddziału {reg5}.^Modyfikatory wielkości oddziału:^^Bazowa wielkość:  +30^Przywódctwo: {s2}{reg1}^Charyzma: {s3}{reg2}^Renoma: {s4}{reg3}^^Lord: {s5}^Zamki: {s6}^Marszałek: {s7}^Władca: {s8}^Razem:  {reg5}
qstr_Your_relation_with_t|Twoje relacje z frakcjami to:^{s2}
qstr_You_can_recruit_your|Możesz teraz zrekrutować więźniów do swojego oddziału.
qstr_You_need_to_wait_{re|Musisz czekać {reg1} {reg2?godzin:godzinę} aby móc rekrutować więźniów.
qstr_Return_to_your_forti|Wróć do swoich umocnień.
qstr_Spend_{reg5}_hours_e|Spędź {reg5} godzin umacniając swój obóz.
qstr__You_have_returned_t| Musisz powrócić do umocnionej pozycji.
qstr__You_must_have_tools| Musisz mieć narzędzia w ekwipunku aby móc umacniać obóz.
qstr_Your_renown_has_incr| Twoja renoma rośnie o 100.
qstr_You_honor_has_increa|Twój honor zwiększa się o 1 i wynosi teraz {reg7}.
qstr_{reg1}_{s1}_{reg2?ac|{reg1} {s1} {reg2?akceptują:akceptuje} ofertę.
qstr_No_one_accepts_the_o|Nikt nie akceptuje oferty.
qstr_You_have_succeed_to_|Udało ci się zrekrutować więźniów {reg1} razy.
qstr_You_start_reading_{s|Rozpoczynasz lekturę: {s2}. Po kilku stronach czujesz, że wiele możesz się z tej książki nauczyć. Decydujesz się ją zatrzymać i czytać przy każdej nadarzającej się okazji.
qstr_You_flip_through_the|Przerzucasz kartki książki ({s2}), ale treść jest zawiła i trudno ją przyswoić. Choć starasz się z całych sił, szybko doznajesz bólu głowy i porzucasz tę lekturę.
qstr_Villagers|Wieśniacy
qstr_You_have_encountered|Na twej drodze staje {s1}.
qstr_You_have_engaged_{s1|Atakujesz {s1} podczas ich najazdu na {s3}.
qstr_You_were_caught_by_{|Zostałeś zaatakowany przez {s1} podczas twojego najazdu na {s3}.
qstr_^^Current_Commander:|^^Obecny dowódca: {s7}
qstr_{s4}^^The_troops_you|{s4}^^Jednostki, które wybrałeś są gotowe aby dołączyć do bitwy.
qstr_{s4}^^Your_captains_|{s4}^^Twoi kapitanowie zajmą się wojskami.
qstr_{s4}^^Your_orders_ha|{s4}^^Twoje rozkazy zostały wysłane do kapitanów.
qstr_{s4}^^There_is_no_ta|{s4}^^Nie planowana jest żadna skomplikowana taktyka.
qstr_All_your_troops_are_|Wszystkie twoje oddziały są już przypisane do uczestnictwa w bitwie.
qstr_You_were_victorious!|Zwyciężasz!
qstr_Battle_was_lost._You|Przegrywasz bitwę. Twoje wojska poniosły klęskę.
qstr_Your_companions_carr|Twoi towarzysze wynoszą cię z pola walki.
qstr_You_have_defeated_th|Wróg został pokonany.
qstr_You_have_retreated_f|Wycofujesz się z walki.
qstr_^^Ally_Casualties:{s|^^Straty sojuszników:{s0}
qstr_{s1}_of_the_{s3}_man|{s1} ({s3}) zdołał uciec.
qstr_Some_of_your_tendons|Podczas walki zostaje uszkodzonych kilka twoich ścięgien. Tracisz 1 punkt siły.
qstr_You_took_a_nasty_wou|Otrzymujesz poważną ranę, która powoduje, że utykasz lekko, nawet po jej zagojeniu. Tracisz 1 punkt zręczności.
qstr_You_have_trouble_thi|Masz problemy z zebraniem myśli tuż po bitwie, co być może wynika z wyjątkowo mocnego ciosu w głowę lub częstych bólów głowy, które cię dręczą. Twoja inteligencja zostaje zredukowana o 1.
qstr_Perhaps_I_m_getting_|Być może opuszcza mnie szczęście...
qstr_Retirement_is_starti|Przejście w stan spoczynku zaczyna brzmieć coraz lepiej.
qstr_No_matter!_I_will_pe|Nieważne! I tak wytrwam!
qstr_What_did_I_do_to_des|Co sprawiło, że coś takiego mi się przytrafia?
qstr_I_suppose_it_ll_make|Myślę, że to nadawałoby się przynajmniej na dobrą opowieść...
qstr_Ally|Sojusznik
qstr_Friend|Przyjaciel
qstr_Enemy|Wróg
qstr_Neutral|Neutralny
qstr_{s9}_wants_you_to_fo|{s9} chce, abyś do odwołania podążał za jego armią.
qstr_{s8}_of_{s9}|{s8} ({s9})
qstr_liege|lenny
qstr_former_liege|były lenny
qstr_affiliate|partner
qstr_former_companion|były towarzysz
qstr_marshall|marszałek
qstr_vassal|wasal
qstr__Your_own_banner_fli| Nad zamkową bramą powiewa twój własny sztandar.
qstr__You_see_the_banner_| Nad zamkową bramą widzisz sztandar, który zdradza ci, że rezyduje w nim twój {s11} {s7}.
qstr__You_see_the_banner_o| Nad zamkową bramą widzisz sztandar, który zdradza ci, że rezyduje w nim {s7}.
qstr__Your_own_banner_flie| Nad bramą miasta powiewa twój własny sztandar.
qstr__You_see_the_banner_of| Nad bramą miasta widzisz sztandar, który zdradza ci, że rezyduje w nim twój {s11} {s7}.
qstr__You_see_the_banner_of_| Nad bramą miasta widzisz sztandar, który zdradza ci, że rezyduje w nim {s7}.
qstr_The_{reg6?town_s:cas|Zapasy żywności w tym {reg6?mieście:zamku} powinny wystarczyć na jeszcze {reg3} dni.
qstr_The_{reg6?town_s:cast|Zapasy żywności w tym {reg6?mieście:zamku} skończyły się i obrońcy zaczynają głodować.
qstr_You_re_preparing_to_|Przygotowujesz się do ataku na mury, który powinien zakończyć się w ciągu {reg9} godzin.
qstr_Your_forces_are_buil|Twoje wojska budują wieżę oblężniczą. Budowa powinna zakończyć się po upływie około {reg9} godzin.
qstr_You_are_ready_to_att|Jesteś w pełnej gotowości do ataku na mury.
qstr_The_siege_tower_is_b|Wieża oblężnicza została zbudowana i jest gotowa do ataku.
qstr_As_a_last_defensive_|W ramach ostatnich prób obrony wycofujesz się do głównej sali w twierdzy. Wraz z pozostałymi przy życiu żołnierzami podejmujesz tam rozpaczliwą walkę. W przypadku porażki, nie będzie już gdzie się wycofać.
qstr_You_ve_been_driven_a|Przeciwnik zdołał cię odsunąć z dala od murów. Teraz atakujący wychodzą na ulice. Jeśli zdołasz ich pokonać, być może odwrócisz przebieg walki zmieniając jej rezultat.
qstr_You_ve_breached_the_|Udaje ci się zdobyć mury miasta, lecz zawzięci obrońcy stawiają dalszy opór na ulicach! Musisz się z nimi rozprawić, zanim ruszysz na twierdzę znajdującą się w samym sercu miasta.
qstr_The_town_centre_is_y|Centrum miasta należy do ciebie, lecz pozostali obrońcy wycofali się do zamku. Musi on upaść, jeśli chcesz osiągnąć ostateczne zwycięstwo.
qstr_The_remaining_defend|Pozostali przy życiu obrońcy wycofali się do zamku, by tam bronić się do końca. Musisz wkroczyć do środka i zdławić wszelki opór.
qstr_However_since_you_ar|Jednak w związku z tym, że nie jesteś {człowiekiem/stronnikiem}, którym może cieszyć się {s9}, nie ma szans, aby uznał cię za {pana/panią} tego {reg8?miasta:zamku}.
qstr_The_enemy_has_been_f|Wróg został zmuszony do ucieczki. Szturm dobiega końca, lecz oblężenie nadal trwa.
qstr_As_you_approach_you_|Kiedy się zbliżasz, zostajesz zauważon{y/a} przez zamkowe straże, które witają i otwierają bramy {swojemu królowi/swojej królowej}.
qstr_As_you_approach_you_a|Kiedy się zbliżasz, zostajesz zauważon{y/a} przez zamkowe straże, które witają i otwierają bramy {swojemu panu/swojej pani}.
qstr_As_you_approach_you_ar|Kiedy się zbliżasz, zostajesz zauważon{y/a} przez zamkowe straże, które witają i otwierają bramy {swojemu panu/swojej pani}.
qstr__This_village_and_th| Ta wioska oraz otaczające ją ziemie należą do ciebie.
qstr__You_remember_that_t| Pamiętaj, że tą wioską oraz okolicznymi ziemiami włada twój lord ({s7}).
qstr__You_remember_that_th| Pamiętaj, że tą wioską oraz okolicznymi ziemiami włada {s7}.
qstr__These_lands_belong_| Te ziemie nie należą do nikogo.
qstr__The_village_is_infe| {s35} w liczbie {reg8} dręczą tę wioskę.
qstr__The_peasants_hired_| Wieśniacy najęli najemników i wzniecili rebelię przeciw tobie.
qstr__The_village_has_bee| Wioska została niedawno splądrowana. Kiedy mijasz spalone domostwa, dostrzegasz garstkę ocalałych, która ucieka i chowa się na twój widok.
qstr__The_village_is_bein| Wioska została najechana.
qstr_You_and_your_men_per|Ty i twoi ludzie przekonali {reg1} wieśniaków do przyłączenia się do ciebie.
qstr_When_the_villagers_s|Kiedy wieśniacy zobaczyli ciebie i twoich ludzi, uciekli tak szybko jak to tylko możliwe. Byli wystarczająco szybcy by uciec.
qstr_You_have_no_room_lef|Nie masz już wolnych miejsc w drużynie
qstr_No_one_here_seems_to|Żaden z mieszkańców nie jest zainsteresowany twoją propozycją.
qstr_One_{s3}_volunteers_|Jeden {s3} zgłasza się na ochotnika, by podążyć za tobą.
qstr_{reg5}_{s3}_voluntee|{reg5} {s3} zgłasza się na ochotnika, by podążyć za tobą.
qstr_{reg5}_{s3}_volunteer|{reg5} {s3} zgłasza się na ochotnika, by podążyć za tobą.
qstr_Try_as_you_might_you|Pomimo najszczerszych chęci nie udaje ci się pokonać bandytów. Wściekli po tym wydarzeniu, by ukarać chłopów, w odwecie całkowicie niszczą wioskę. Następnie, pozostawiając za sobą płonącą pustynię, udają się na poszukiwania bardziej zielonych pastwisk do splądrowania.
qstr_village|Wioska
qstr_town|Miasto
qstr_castle|Zamek
qstr_The_{s17}_has_no_imp|{s17}: brak ulepszeń.
qstr_The_{s17}_has_the_fo|{s17}: obecne są następujące ulepszenia: {s18}.
qstr_The_assasins_beat_yo|Zabójcy biją cię i pozostawiają na pewną śmierć. .
qstr_You_have_fallen._The|Upadasz. Bandyci błyskawicznie przeszukują cię w poszukiwaniu kosztowności, po czym znikają w mroku. Pozostawiają cię przy życiu, choć ledwie się ono tli w tobie.
qstr_Luckily_some_of_your|Na szczęście kilku twoich kompanów wyruszyło na poszukiwania i znajdują cię na skraju drogi. Zabierają cię pospiesznie w bezpieczne miejsce i opatrują rany.
qstr_Luckily_some_passing|Na szczęście kilku mieszczan znajduje cię przy drodze i uznaje, że jesteś kimś więcej, niż tylko zwykłym żebrakiem. Zabierają cię pospiesznie do najbliższej gospody i opatrują rany.
qstr_You_fail_to_steal_an|Nie udaje ci się ukraść bydła.
qstr_You_drive_away_{reg1|Zabierasz {reg17} {reg12?szt.:szt.} bydła z wioski.
qstr_You_are_at_{s2}.|Odwiedzasz właśnie {s2}.
qstr__This_castle_has_no_| Ten zamek nie ma żadnego garnizonu.
qstr__The_banner_of_your_| Nad bramą miasta powiewa sztandar, który zdradza ci, że rezyduje w nim twój {s11} {s7}.
qstr__This_town_has_no_ga| To miasto nie ma żadnego garnizonu.
qstr__You_have_successful| Udało ci się niezauważenie przemknąć przez mury miasta.
qstr_{s13}_A_tournament_w|{s13} W mieście wkrótce rozpocznie się turniej.
qstr___{reg1}_denars_per_| ({reg1} denarów za noc)
qstr_Moreover_you_earn_{r|Co więcej, wygrywasz {reg8} denarów ze stawek, które dotyczyły właśnie ciebie...
qstr_Victory_is_yours!_Yo|Zwycięstwo! Wygrana daje ci awans, więc przygotowujesz się do kolejnyej rundy, która odbędzie się za chwilę. 
qstr_You_have_been_bested|Przegrywasz to starcie, lecz mistrz ceremonii w uznaniu twoich umiejętności i odwagi pozwala ci wziąć udział w następnej rundzie. 
qstr_You_were_beaten._The|Przegrywasz. Chłopi są uskrzydleni swoim sukcesem, lecz lekcja, którą mieli dostać, najprawdopodobniej na nic się nie zda...
qstr_After_beating_your_l|Po pokonaniu ostatniego przeciwnika wyjaśniasz chłopom, w jaki sposób bronić się lepiej przed takimi atakami. Trzeba mieć nadzieję, że wyciągną z tego odpowiednie wnioski i następnym razem będą lepiej przygotowani.
qstr_The_bandits_are_brok|Bandyci zostali rozbici! Ci, którzy przetrwali, uciekają gdzie pieprz rośnie, przerażeni skutecznością chłopów i ich {nowego mistrza/nowej mistrzyni}.
qstr_You_should_leave_15_|Należy pozostawić 15 mężczyzn by bronić statek, w przeciwnym razie ktoś go może okraść.
qstr_There_is_no_port_in_|W okolicy nie ma portu.
qstr_You_need_at_least_a_|Potrzebujesz załogi składającej się z co najmniej 30 mężczyzn, aby wysłać statek do miasta.
qstr_Your_crew_exceeds_th|Twoja załoga przekracza granice.
qstr_However_{reg3?You_ar|Jednak nie {reg3?znajdujesz:{s1} znajduje} żadnych towarów, które przyniosłyby zyski.
qstr_^Buying_{s4}_here_an|^Zakup towaru ({s4}) w tym miejscu i sprzedaż w miejscowości {s5} wygeneruje zyski sięgające {reg6} denarów za sztukę.{s3}
qstr_{reg3?You_find:{s1}_|{reg3?Dowiadujesz:{s1} dowiaduje} się, że:^{s3}
qstr_{s2}^{reg1}_{s1}_ear|{s2}^{reg1} {s1} zdobywa {reg0} pkt. doświadczenia.
qstr_{s2}^{s1}_earned_an_|{s2}^{s1} zdobywa dodatkowo {reg0} pkt. doświadczenia.
qstr_^You_earned_{reg0}_e|^Zdobywasz {reg0} pkt. doświadczenia.{s2}
qstr_The_training_didn_t_|Szkolenie nie zakończyło się sukcesem.
qstr_The_training_didn_t_g|Szkolenie nie przebiegło zbyt pomyślnie.
qstr_The_training_went_qu|Szkolenie przebiegło całkiem dobrze.
qstr_The_training_went_ve|Szkolenie przebiegło bardzo dobrze.
qstr_The_training_went_pe|Szkolenie przebiegło wręcz doskonale.
qstr_{s13}_asked_you_to_r|{s13} prosi o twoje stawiennictwo z przynajmniej {reg13} żołnierzami.
qstr_{s13}_ordered_you_to|{s13} rozkazuje ci dołączyć do ataku na: {s14}.
qstr_Find_and_speak_with_|Znajdź władcę zwanego {s3} ({s4}) i złóż mu hołd lenny.
qstr_There_has_been_an_al|Miał miejsce incydent graniczny: {s9}
qstr_{s1}_and_{s0}|{s1} i {s0}
qstr_{s1}_{s0}|{s1}, {s0}
qstr_^^Note_that_so_long_|^^Pamiętaj, że lordowie królestwa będą oczekiwali od ciebie aktywnego prowadzenia kampanii wojennej tak długo, jak będziesz sprawował{/a} urząd marszałka. Jeśli planujesz w niedługim czasie ucztę, ślub lub inne sprawy nie związane z prowadzeniem kampanii, możesz rozważyć rezygnację z urzędu marszałka. W tym celu powin{ieneś/naś} porozmawać ze swoim wasalem.
qstr_Try_as_you_might_you_|Robiłeś co mogłeś, lecz nie udało ci się opanować rebelii w wiosce.
qstr_positive|pozytywnie
qstr_negative|negatywnie
qstr_{s11}^^_The_current_|{s11}^^ Aktualny garnizon składa się z {reg5} ludzi.^Zapas żywności skończy się za {reg6} dni.
qstr_^^Additional_the_fol|^^Dodatkowo następujące drużyny są w środku:^
qstr_{s12}_{s3}_with_{reg|{s12} {s3} z {reg1} jednostkami.^
